INSTNM,INEXPFTE,ADM_RATE_ALL,MD_EARN_WNE_4YR,MEDIAN_HH_INC,FAMINC,MD_FAMINC,STUFACR,UGDS_MEN,UGDS_WOMEN
PCI Academy-Plymouth,5619.0,,28526.0,68923.73,53736.546547,38753,12.0,0.0,1.0
Creative Images Institute of Cosmetology-South Dayton,2135.0,,23962.0,62452.02,30232.109694,19749.5,13.0,0.0349,0.9651
Brookline College-Albuquerque,4161.0,,32246.0,50758.42,21243.80658,15003.5,18.0,0.1169,0.8831
Byzantine Catholic Seminary of Saints Cyril and Methodius,12489.0,,,,,,,,
Northcentral University,3828.0,,79908.0,63198.11,29177.836735,21114,1.0,0.3608,0.6392
Bayamon Community College,197.0,,16252.0,26263.2,4872.5198238,0,9.0,0.0492,0.9508
Folsom Lake College,5015.0,,42342.0,71760.09,21357.788883,16381,25.0,0.4417,0.5583
LeGrand Institute of Cosmetology Inc,1610.0,,14892.0,48913.68,28409.787879,20373,11.0,0.0,1.0
Hussian College-Daymar College Murfreesboro,6558.0,0.48742746615087,28619.0,71477.63,86339.717557,55207,18.0,0.1905,0.8095
Cambridge Technical Institute,1595.0,,19089.0,30330.5,1861.0758427,0,12.0,0.25,0.75
Empire Beauty School-Midlothian,5372.0,,20963.0,53670.83,24748.90189,15061,17.0,0.0238,0.9762
Empire Beauty School-Owings Mills,8036.0,,20446.0,59293.36,21986.05903,14099,14.0,0.0333,0.9667
Empire Beauty School-West Mifflin,7136.0,,20446.0,59293.36,21986.05903,14099,11.0,0.058,0.942
ATI College-Whittier,5000.0,,33740.0,61267,31620.2,19273.5,20.0,0.1333,0.8667
Advance Science International College,3340.0,,26497.0,44076.6,15386.725806,11985,15.0,0.0806,0.9194
ATA College,2965.0,,30859.0,,16348.685393,10976.5,18.0,0.3968,0.6032
American Advanced Technicians Institute,17059.0,,28907.0,48387.25,11931.144737,8889.5,16.0,1.0,0.0
Baptist University of the Americas,7878.0,,,47253.12,29188.530864,24653,10.0,0.4667,0.5333
The Beauty Institute,3359.0,,17274.0,51766.84,12927.140625,13443,15.0,0.6667,0.3333
Beis Medrash Heichal Dovid,3337.0,0.77142857142857,,52100.3,56837.65,58571.5,28.0,1.0,0.0
Blue Cliff Career College,3882.0,0.89473684210526,23016.0,50426.29,35954.765306,22401,17.0,0.08,0.92
Career Beauty College,3706.0,,,42854.27,19797.828571,14306,10.0,0.0435,0.9565
Paul Mitchell the School-Gastonia,2427.0,,21781.0,57459.86,33904.80367,19448,18.0,0.05,0.95
CES College,5342.0,,33061.0,45755.21,13820.894009,17,11.0,0.1207,0.8793
Stellar Career College,6663.0,,27297.0,53854.8,16439.623711,11019.5,20.0,0.1826,0.8174
Auguste Escoffier School of Culinary Arts-Austin,2405.0,,23838.0,63109.94,35994.942215,23942,21.0,0.4438,0.5562
Culinary Institute Inc,6777.0,,27004.0,68057.69,35625.560606,20221,13.0,0.4832,0.5168
Escuela Hotelera de San Juan,1341.0,,17703.0,24596.28,13032.431404,4490,30.0,0.4698,0.5302
Orion Institute,2840.0,,19537.0,58581.09,36176.887755,23062.5,7.0,0.1,0.9
Moore Career College,761.0,,24553.0,51699.82,21279.361111,16447,13.0,0.8889,0.1111
Industrial Technical College,2149.0,,18582.0,19052.25,3265.6573034,0,9.0,0.5057,0.4943
Institute of Clinical Acupuncture & Oriental Med,6252.0,,,,,,,,
Gwinnett College-Marietta Campus,2253.0,,29030.0,63808.07,16117.877419,13663,14.0,0.0685,0.9315
Leston College,2778.0,,13731.0,24906.05,2810.0072993,0,18.0,0.0667,0.9333
Charlotte Christian College and Theological Seminary,2403.0,,22331.0,62379.52,26044.482759,21102,5.0,0.4138,0.5862
Nightingale College,4160.0,,60907.0,60498.27,41595.287179,32415.5,12.0,0.1364,0.8636
Omnitech Institute,6146.0,,29887.0,66009.9,14184.791809,10980,10.0,0.5573,0.4427
PITC Institute,2485.0,,54229.0,51120.79,23589.204663,21296.5,15.0,0.0533,0.9467
Skinworks School of Advanced Skincare,1207.0,,24310.0,64799.35,37940.563218,27610,9.0,0.0213,0.9787
Southeastern College-Columbia,3911.0,1.0,23153.0,54865.33,18734.919149,14897,13.0,0.1027,0.8973
Technical Learning Centers Inc,2220.0,,19839.0,43331.13,9655.0095109,0,22.0,0.0429,0.9571
Turning Point Beauty College,1953.0,,17990.0,46757.9,26054.909091,16355,10.0,0.3481,0.6519
Unitech Training Academy-Lafayette,5440.0,,21851.0,39249.08,16998.509507,12519,13.0,0.0983,0.9017
Mountwest Community and Technical College,6559.0,,31687.0,42909.49,30508.599859,19933,12.0,0.3768,0.6232
American InterContinental University,1376.0,,42490.0,58772.86,17387.876251,12480,38.0,0.3623,0.6377
Toyota Technological Institute at Chicago,,,,,,,,,
American InterContinental University-Houston,3516.0,,42490.0,58772.86,17387.876251,12480,12.0,0.3557,0.6443
University of California-Merced,11615.0,0.86597344655129,53665.0,,43308.853369,33931,19.0,0.4773,0.5227
Remington College-North Houston Campus,3896.0,,27577.0,57418.38,18536.512846,13648,19.0,0.1525,0.8475
Paul Mitchell the School-Orlando,3359.0,,22342.0,68726.11,36478.084094,22429,10.0,0.1511,0.8489
Pima Medical Institute-Las Vegas,3670.0,,35679.0,59572.48,31765.580237,21596,12.0,0.2723,0.7277
Remington College-Nashville Campus,5689.0,,27577.0,57418.38,18536.512846,13648,20.0,0.2206,0.7794
Central Methodist University-College of Graduate and Extended Studies,2122.0,0.98970588235294,43318.0,49478.5,49458.092249,38484,18.0,0.1984,0.8016
North-West College-Riverside,3400.0,,32421.0,64099.35,26673.239943,17691,18.0,0.0997,0.9003
Altierus Career College-Bissonnet,2095.0,,27961.0,55523.92,13845.500867,9616,46.0,0.3686,0.6314
Colegio Tecnico de Electricidad Galloza,3210.0,,32992.0,16162.52,13909.289474,8980.5,8.0,1.0,0.0
Arthur's Beauty College,5063.0,,20500.0,47817.42,24147.57971,15532,22.0,0.0,1.0
Spa Tech Institute-Westboro,6386.0,,23439.0,65397.7,41142.417379,26200,12.0,0.012,0.988
Spa Tech Institute-Plymouth,7310.0,,23439.0,65397.7,41142.417379,26200,26.0,0.04,0.96
Neumont College of Computer Science,4108.0,0.90539165818921,,65341.88,56636.338558,43318,29.0,0.8472,0.1528
Johnson & Wales University-Charlotte,12505.0,0.85630666000428,40134.0,68856.12,61769.140971,41456,15.0,0.3471,0.6529
Roseman University of Health Sciences,18528.0,,90036.0,,40319.319209,26431.5,10.0,0.254,0.746
Fortis Institute-Port Saint Lucie,4521.0,,33216.0,50652.31,22184.008754,16203.5,30.0,0.185,0.815
Aviation Institute of Maintenance-Manassas,5291.0,,53945.0,84486.46,30814.279817,23470,11.0,0.918,0.082
Cosmetology School of Arts & Sciences,3121.0,,21380.0,44909.16,20311.176471,11516,4.0,0.1,0.9
Universal Technical Institute of Pennsylvania Inc,3926.0,,47697.0,62876.8,45302.248652,29403,37.0,0.9486,0.0514
Kenneth Shuler School of Cosmetology-Spartanburg,11028.0,,21030.0,52810.02,24431.681416,16371,20.0,0.0,1.0
Kenneth Shuler School of Cosmetology-Columbia,10131.0,,21030.0,52810.02,24431.681416,16371,20.0,0.0,1.0
Divine Mercy University,12785.0,,,,,,,,
Lincoln Technical Institute-Shelton,6122.0,,37816.0,67201.63,31919.30887,20981,13.0,0.3995,0.6005
Northwest Career College,1521.0,,29719.0,70025.53,22358.355191,16445,25.0,0.1402,0.8598
Soma Institute-The National School of Clinical Massage Therapy,3535.0,,24761.0,62939.49,28572.857143,17452,15.0,0.1944,0.8056
American Academy of Health and Wellness,13445.0,,,,33963.5,13025,,,
Arizona School of Acupuncture and Oriental Medicine,5986.0,,,,,,,,
Ave Maria University,11155.0,0.64048582995951,42995.0,72612.62,95147.047109,81806,18.0,0.4492,0.5508
CALC Institute of Technology,5450.0,,27412.0,51803.75,21069.601942,16145,8.0,0.0854,0.9146
Sutter County Career Training Center,1459.0,,30597.0,,21926.234756,15602.5,26.0,0.0865,0.9135
Cambridge College of Healthcare & Technology,4332.0,,34090.0,55854.81,24709.448276,19139.5,25.0,0.1146,0.8854
Career Care Institute,4779.0,,35237.0,62996.84,23845.982166,15600,12.0,0.1804,0.8196
ATA Career Education,3785.0,,30735.0,,22343.249153,16605.5,15.0,0.025,0.975
Community Christian College,2343.0,,,60079.43,24413.65625,22923,29.0,0.9151,0.0849
Culpeper Cosmetology Training Center,1821.0,,,64594.53,27858.122449,17277,16.0,0.24,0.76
Eastern School of Acupuncture and Traditional Medicine,5796.0,,,85380.82,27332.9,13479.5,6.0,0.5,0.5
Ecclesia College,5526.0,0.6734693877551,,50250.04,42269.553991,29535,10.0,0.6111,0.3889
Employment Solutions-College for Technical Education,6479.0,,18376.0,,11270.673004,5881,17.0,0.3504,0.6496
Estelle Medical Academy,1786.0,,23223.0,72736.43,23357.957143,17138,14.0,0.1923,0.8077
Evergreen Beauty and Barber College-Everett,3490.0,,26053.0,68230.83,36559.259804,22325.5,20.0,0.0288,0.9712
Paul Mitchell the School-Great Lakes,4503.0,,18193.0,61578.28,34908.802419,20818.5,18.0,0.0533,0.9467
Healthcare Training Institute,9192.0,1.0,30635.0,62122.97,27715.545024,18970.5,10.0,0.0222,0.9778
John D Rockefeller IV Career Center,28463.0,,45062.0,44523.94,26101.421053,15706.5,10.0,0.12,0.88
Los Angeles College of Music,7902.0,0.82989690721649,,65564.04,50651.265306,26132,5.0,0.5737,0.4263
Maple Springs Baptist Bible College and Seminary,6503.0,1.0,,,,,3.0,0.3,0.7
Precision Manufacturing Institute,8569.0,,35667.0,48762.22,31447.490196,15887,8.0,0.92,0.08
Rosslyn Training Academy of Cosmetology,2865.0,,,15790.53,1359.1296296,0,5.0,0.25,0.75
SAE Institute of Technology-Nashville,2689.0,,23517.0,58039.28,32956.838542,19236,13.0,0.8413,0.1587
Southern Technical College,4507.0,,28601.0,54026.81,18660.932375,13961,28.0,0.5121,0.4879
Stanbridge University,2735.0,0.10497572815533,55151.0,90341.71,40906.01704,26961,15.0,0.2339,0.7661
Universal Career School,1398.0,,13103.0,56209.32,11489.953795,8484,25.0,0.1891,0.8109
Universal College of Healing Arts,20000.0,,20943.0,55788.42,31582.894737,23028,12.0,0.0,1.0
Uta Mesivta of Kiryas Joel,6116.0,,26491.0,57817.11,22235.22434,18200,14.0,1.0,0.0
Harrisburg University of Science and Technology,9028.0,,47487.0,,39606.808725,29132,17.0,0.6767,0.3233
Blue Ridge Community and Technical College,5936.0,,39138.0,53675.52,40637.172414,28753,14.0,0.364,0.636
Daytona College,5386.0,,25237.0,46918.56,21078.879147,16479,12.0,0.0743,0.9257
Delta Technical College-Mississippi,2737.0,,29266.0,54741.74,23985.576728,16417,18.0,0.4246,0.5754
United States University,2811.0,,66571.0,63190.95,22225.893617,16957,15.0,0.2457,0.7543
Empire Beauty School-Avondale,7361.0,,20273.0,68625.78,23747.683596,14725,22.0,0.0294,0.9706
Empire Beauty School-Littleton,9162.0,,18258.0,49557.66,21038.442359,12594.5,15.0,0.0893,0.9107
Empire Beauty School-Aurora,9843.0,,18258.0,49557.66,21038.442359,12594.5,24.0,0.0313,0.9688
Joyce University of Nursing and Health Sciences,5879.0,0.86285714285714,41300.0,62933.79,46943.35873,34918,19.0,0.1343,0.8657
San Joaquin Valley College-Modesto,4367.0,,33652.0,51804.36,23816.692543,15708,33.0,0.503,0.497
Eagle Gate College-Layton,5899.0,,34674.0,64280.58,30222.907767,22815,21.0,0.1087,0.8913
Academy of Hair Design-Jasper,3179.0,,18211.0,42634.45,18045.622857,12513,12.0,0.1957,0.8043
SAE Expression College,8506.0,,45499.0,77113.97,42457.250633,25200,15.0,0.8063,0.1937
Unitech Training Academy-West Monroe,5917.0,,21851.0,39249.08,16998.509507,12519,9.0,0.0429,0.9571
New River Community and Technical College,7720.0,,30096.0,37950.49,29020.430874,20259,12.0,0.3118,0.6882
The College of Health Care Professions-Southwest Houston,3294.0,,29988.0,57325.22,26931.291687,19726,24.0,0.0937,0.9063
UEI College-Chula Vista,2466.0,,27832.0,52269.41,16281.634572,10993.5,25.0,0.5125,0.4875
UEI College-West Covina,2561.0,,27832.0,52269.41,16281.634572,10993.5,25.0,0.5313,0.4687
Georgia Gwinnett College,4598.0,0.93034825870646,47193.0,,39744.645617,27959,17.0,0.4172,0.5828
Phoenix Institute of Herbal Medicine & Acupuncture,1443.0,,,,,,,,
Tucson College of Beauty,3790.0,,24380.0,,20068.771429,14860,17.0,0.0288,0.9712
California Career College,3828.0,,50328.0,,45897.724138,37000,7.0,0.2788,0.7212
Palladium Technical Academy Inc,2271.0,,29246.0,,13670.382022,8320,8.0,0.1,0.9
Los Angeles College of Aesthetics,3772.0,,16968.0,,16916.333333,12676,21.0,0.0303,0.9697
National Polytechnic College,6003.0,,30622.0,,30378.778846,22855,20.0,0.2475,0.7525
American Career College-Ontario,5401.0,,34674.0,,28719.351038,18413,36.0,0.1959,0.8041
Asher College,1688.0,,39779.0,,23056.105546,15922,26.0,0.5196,0.4804
American Institute of Massage Therapy,2833.0,,,,21549.8125,14510.5,12.0,0.1905,0.8095
University of East-West Medicine,2205.0,,,,,,,,
Blake Austin College,4087.0,,34593.0,,33303.22379,20160,22.0,0.0959,0.9041
Aviator College of Aeronautical Science and Technology,20188.0,,74928.0,,45586.217391,24684.5,4.0,0.9375,0.0625
Trendsetters School of Beauty & Barbering,3260.0,,25014.0,,13681.395833,9734,10.0,0.375,0.625
CDA Technical Institute,5712.0,,42296.0,,39655.005865,25488.5,18.0,0.9765,0.0235
American Institute of Beauty,9314.0,,21124.0,,18043.214112,13466,10.0,0.1386,0.8614
North Florida Cosmetology Institute,2098.0,,16985.0,,15670.322034,9861.5,19.0,0.0945,0.9055
Florida Academy of Health & Beauty,2827.0,,11978.0,,13186.772727,13763,20.0,0.0455,0.9545
Augusta School of Massage,1787.0,,27220.0,,22293.6,16320.5,16.0,0.2,0.8
ATA College,4846.0,,30735.0,,22343.249153,16605.5,16.0,0.049,0.951
SUM Bible College and Theological Seminary,3083.0,1.0,29463.0,,36195.645244,29345,23.0,0.5048,0.4952
Compass Career College,5509.0,,23553.0,,23246.915625,15242,18.0,0.0859,0.9141
Hair Expressions Academy,2333.0,,25199.0,,34520,21095,20.0,0.0,1.0
Nuvo College of Cosmetology,8433.0,,21266.0,,27697.245902,16788,15.0,0.0417,0.9583
WellSpring School of Allied Health-Kansas City,2550.0,,29538.0,,32662.283019,22781,13.0,0.2541,0.7459
The Salon Professional Academy-Fargo,5170.0,,29697.0,,69413.71028,49358,12.0,0.0391,0.9609
Institute of Professional Careers,10653.0,,24052.0,,22742.714286,18036.5,,0.0,0.0
Aveda Arts & Sciences Institute-New York,5940.0,,20668.0,,33789.741379,17815,20.0,0.048,0.952
MyrAngel Beauty Institute,6219.0,,13397.0,,4074.4197248,0,10.0,0.0817,0.9183
Texas Health School,4861.0,,26520.0,,26069.670455,20158.5,12.0,0.0882,0.9118
Paul Mitchell the School-Logan,2758.0,,22835.0,,39173.679389,24728,10.0,0.0526,0.9474
Careers Unlimited,5535.0,,38124.0,,50645.730769,33667,12.0,0.0085,0.9915
Mountainland Technical College,7091.0,,32472.0,,27190.657143,22616.5,14.0,0.6215,0.3785
Avi Career Training,4985.0,,21897.0,,30269.075,18853,8.0,0.0,1.0
Mountain State School of Massage,1798.0,,19706.0,,31167.62963,18838,20.0,0.0417,0.9583
Eastern International College-Belleville,5602.0,,38228.0,52758.56,31963.414634,22885.5,15.0,0.1045,0.8955
San Joaquin Valley College-Rancho Cordova,5963.0,,33652.0,51804.36,23816.692543,15708,20.0,0.4643,0.5357
Broken Arrow Beauty College,4111.0,,21397.0,62201.71,33049.414938,18535,9.0,0.0704,0.9296
Universal Technical Institute of Northern California Inc,3671.0,,41014.0,62022.22,38915.833915,26362,47.0,0.9683,0.0317
West Hills College-Lemoore,3541.0,,36073.0,,23368.709995,21019,22.0,0.3644,0.6356
Stautzenberger College-Brecksville,4141.0,,30519.0,55301.34,27065.152145,17327.5,14.0,0.0623,0.9377
Stone Academy-East Hartford,3381.0,,32751.0,50340.56,24402.660809,17571,14.0,0.0657,0.9343
Unitech Training Academy-Houma,8523.0,,21851.0,39249.08,16998.509507,12519,7.0,0.0,1.0
Rasmussen University-Illinois,4253.0,,45560.0,66941.62,35850.098826,25123.5,16.0,0.1018,0.8982
International Institute for Restorative Practices,28990.0,,,,,,,,
Automotive Training Center-Warminster,8818.0,,44230.0,73559.13,42102.882597,29417,17.0,0.9542,0.0458
Empire Beauty School-Milwaukee,6439.0,,20273.0,68625.78,23747.683596,14725,25.0,0.0333,0.9667
Triangle Tech Inc-Bethlehem,5548.0,,47625.0,49502.25,43952.410811,29084.5,11.0,0.9351,0.0649
Milan Institute-Clovis,2393.0,,22028.0,53620.34,20196.087413,12561,17.0,0.1711,0.8289
Strayer University-Florida,1633.0,,62507.0,66472.61,23781.134597,18178,27.0,0.2359,0.7641
Pima Medical Institute-Renton,3718.0,,35679.0,59572.48,31765.580237,21596,12.0,0.1389,0.8611
CBT Technology Institute-Main Campus,4225.0,,33560.0,54696.99,12903.28602,8968.5,12.0,0.9919,0.0081
CBT Technology Institute-Hialeah,4159.0,,33560.0,54696.99,12903.28602,8968.5,15.0,0.9925,0.0075
Dewey University-Juana Diaz,2442.0,,18093.0,21613.69,7114.8592362,0,15.0,0.301,0.699
The College of Health Care Professions-San Antonio,4775.0,,29988.0,57325.22,26931.291687,19726,24.0,0.1919,0.8081
Brittany Beauty Academy,2089.0,,19857.0,80255.82,25853.709135,13520.5,10.0,0.0055,0.9945
Lincoln Technical Institute-Whitestone,4996.0,,43156.0,58381.74,36560.766357,24468,15.0,0.9658,0.0342
American Public University System,1811.0,,60193.0,,27769.723178,22613.5,22.0,0.639,0.361
Huntsville Bible College,7325.0,,,,14876.014085,9881,8.0,0.3291,0.6709
Beaumont Adult School,8248.0,,38172.0,,23474.822785,19074,15.0,0.0484,0.9516
Make-up Designory,,,21832.0,,59499.855823,32123,,,
Gnomon,6912.0,0.44827586206896,81391.0,,56637.644628,15714,9.0,0.6397,0.3603
Coachella Valley Beauty College,1616.0,,16141.0,,22778.461078,15285,17.0,0.3882,0.6118
Valley College of Medical Careers,2570.0,,32709.0,,20514.48125,15740.5,15.0,0.1818,0.8182
Academy of Natural Therapy Inc,6915.0,,18546.0,,28741.126761,23090,7.0,0.1591,0.8409
Academy Di Capelli-School of Cosmetology,2937.0,,22405.0,,25685.13253,16319.5,7.0,0.1338,0.8662
Delaware Learning Institute of Cosmetology,3638.0,,25729.0,,33487.842105,22717.5,9.0,0.0303,0.9697
Dragon Rises College of Oriental Medicine,2299.0,,,,,,,,
Palm Beach Academy of Health & Beauty,5516.0,,18560.0,,21619.910769,15750,8.0,0.2439,0.7561
SABER College,14603.0,0.95348837209302,41522.0,,19472.187617,16564,18.0,0.5714,0.4286
Taylor College,4267.0,,53478.0,,33587.968037,26578,21.0,0.0805,0.9195
Pensacola School of Massage Therapy & Health Careers,1228.0,,25782.0,,18610.091286,13546,21.0,0.0843,0.9157
Ideal Beauty Academy,3350.0,,22219.0,,22128.351351,18000,7.0,0.0,1.0
Denmark College,8250.0,,15494.0,,21136.685083,14536,24.0,0.6283,0.3717
Louisiana Culinary Institute,4310.0,0.62711864406779,32505.0,,40216.03125,25636.5,16.0,0.5699,0.4301
Bais Medrash Toras Chesed,3433.0,0.58823529411764,,,33064.964286,29123,15.0,1.0,0.0
Ace Institute of Technology,3434.0,,29118.0,,20541.659864,12126.5,11.0,0.4725,0.5275
New Age Training,2690.0,,31737.0,,12655.487719,9783,20.0,0.0826,0.9174
Dayton School of Medical Massage,1413.0,,24080.0,,28243.101266,17212,30.0,0.1911,0.8089
Northcoast Medical Training Academy,2318.0,,27956.0,,28583.333333,19368,14.0,0.1333,0.8667
ATA College,4902.0,,48914.0,,37821.9375,25411.5,27.0,0.0188,0.9813
Visible Music College,4231.0,0.36625514403292,30621.0,,45998.315068,36162,6.0,0.4971,0.5029
CCI Training Center-Arlington,4362.0,,32910.0,,23190.743697,18022,10.0,0.2778,0.7222
Champion Beauty College,633.0,,14287.0,,17420.829268,13696.5,6.0,0.0952,0.9048
Southeast Texas Career Institute,4348.0,,18921.0,,32922.917098,15296,14.0,0.0143,0.9857
Southwest Technical College,16075.0,,39388.0,,23060.698529,18152.5,6.0,0.595,0.405
Virginia Beach Theological Seminary,17860.0,,,,,,1.0,1.0,0.0
Milwaukee Career College,5890.0,0.743961352657,29530.0,,32068.646575,18732,17.0,0.0465,0.9535
University of the West,14821.0,,38784.0,,27509.730769,17815,3.0,0.3636,0.6364
American College of Education,,,,,,,6.0,0.2603,0.7397
South University-Tampa,7142.0,,53555.0,55764.27,29130.921239,20000,13.0,0.1853,0.8147
Milan Institute of Cosmetology-San Antonio Military,2928.0,,17651.0,51176.52,22113.642123,14391.5,15.0,0.0355,0.9645
Appalachian College of Pharmacy,22173.0,,,,,,,,
Paul Mitchell the School-Tampa,4043.0,,22342.0,68726.11,36478.084094,22429,12.0,0.1524,0.8476
Paul Mitchell the School-San Diego,3168.0,,22342.0,68726.11,36478.084094,22429,16.0,0.1992,0.8008
Paul Mitchell the School-Michigan,3431.0,,22342.0,68726.11,36478.084094,22429,11.0,0.0378,0.9622
Paul Mitchell the School-Sherman Oaks,3354.0,,19960.0,,37898.453731,22823,16.0,0.2225,0.7775
Paul Mitchell the School-Tysons Corner,2902.0,,23632.0,52638.98,39432.093352,23659,10.0,0.0275,0.9725
Blue Cliff College-Houma,6223.0,,21084.0,47788.65,14968.348601,11179,18.0,0.1938,0.8063
Fortis College-Columbus,3946.0,,32975.0,61450.07,20870.984119,15144.5,22.0,0.1803,0.8197
Fortis College-Cincinnati,4302.0,,32975.0,61450.07,20870.984119,15144.5,20.0,0.2705,0.7295
Blue Cliff College-Fayetteville,6834.0,,21084.0,47788.65,14968.348601,11179,9.0,0.0833,0.9167
Blue Cliff College-Alexandria,6159.0,,21084.0,47788.65,14968.348601,11179,27.0,0.0255,0.9745
Strayer University-Delaware,2213.0,,62507.0,66472.61,23781.134597,18178,27.0,0.2247,0.7753
Brite Divinity School,25161.0,0.53614396926498,61421.0,76266.48,109988.24839,73000,,,
Strayer University-Alabama,1486.0,,62507.0,66472.61,23781.134597,18178,27.0,0.181,0.819
Brown Aveda Institute-Strongsville,12362.0,,23588.0,63348.13,37569.468672,22284,10.0,0.0,1.0
Clary Sage College,1731.0,,26361.0,51036.74,25820.037648,17680,18.0,0.0837,0.9163
Rasmussen University-Wisconsin,5643.0,,45560.0,66941.62,35850.098826,25123.5,12.0,0.0867,0.9133
Empire Beauty School-Richmond,6063.0,,20963.0,53670.83,24748.90189,15061,25.0,0.0294,0.9706
Empire Beauty School-North Hills,7792.0,,20018.0,63712.8,19866.442734,10876,12.0,0.0222,0.9778
Empire Beauty School-Concord,6457.0,,20437.0,49188.97,21932.617124,14091,16.0,0.0273,0.9727
Lexington Healing Arts Academy,13704.0,,20637.0,,30707.626866,17476,5.0,0.1739,0.8261
Empire Beauty School-Hooksett,6136.0,,26447.0,57680,38093.772595,23233,15.0,0.1452,0.8548
The Institute of Beauty and Wellness,4193.0,,28635.0,,43738.348668,26230,6.0,0.0714,0.9286
Carrington College-Stockton,4667.0,,37132.0,66236.49,28706.260353,18013,32.0,0.1204,0.8796
Carrington College-Citrus Heights,5817.0,,37132.0,66236.49,28706.260353,18013,25.0,0.0653,0.9347
Trend Barber College,2759.0,,15501.0,55854.77,12979.809302,8962,19.0,0.7679,0.2321
Euphoria Institute of Beauty Arts & Sciences-Summerlin,4222.0,,32278.0,55331.4,25653.3531,17298,11.0,0.0256,0.9744
Columbia Southern University,1519.0,,66202.0,,43352.738155,35183,31.0,0.6512,0.3488
Arizona Culinary Institute,5804.0,,29455.0,,37607.383234,21906,12.0,0.5759,0.4241
Healthcare Career College,1211.0,,30371.0,,15939.295918,10098.5,10.0,0.0896,0.9104
Coastline Beauty College,1237.0,,10406.0,,9210.4383562,3263,20.0,0.1294,0.8706
Branford Academy of Hair and Cosmetology,2800.0,,20987.0,,29091.352941,16960.5,15.0,0.0,1.0
Academy of Massage and Bodywork,7642.0,,25479.0,,35230.415385,22175,9.0,0.0849,0.9151
Academy for Five Element Acupuncture,5284.0,,,,,,,,
Academy of Career Training,4411.0,,17135.0,,16613.952128,12165,13.0,0.1538,0.8462
Miami Regional University,3266.0,,43367.0,,20262.381494,15992,24.0,0.201,0.799
Paul Mitchell the School-Miami,5254.0,,21047.0,,33287.77707,21499,12.0,0.0811,0.9189
Aveda Institute-South Florida,6203.0,,21960.0,,34383.412628,20646,15.0,0.0682,0.9318
Aveda Institute-Tallahassee,6301.0,,24153.0,,37448.533724,22934,17.0,0.0487,0.9513
Shear Excellence Hair Academy,5203.0,,15380.0,,15065.3125,11023,16.0,0.3942,0.6058
Carlson College of Massage Therapy,5322.0,,18149.0,,42079.384615,34649,7.0,0.1034,0.8966
MyComputerCareer at Indianapolis,6634.0,,47426.0,,36655.327273,25000,36.0,0.8287,0.1713
Z Hair Academy,2110.0,,25611.0,,43720.735632,28744,12.0,0.0203,0.9797
DiGrigoli School of Cosmetology,777.0,,23642.0,,28937.677419,16092,12.0,0.0385,0.9615
Millennium Training Institute,3416.0,,38327.0,,22882.622222,11716,14.0,0.12,0.88
Elevate Salon Institute,4834.0,,18976.0,,18973.544444,13738,15.0,0.036,0.964
Lakewood School of Therapeutic Massage,2963.0,,16074.0,,34470.659091,22612,8.0,0.0714,0.9286
The Salon Professional Academy-Battle Creek,2941.0,,22128.0,,31069.704225,16421,20.0,0.0476,0.9524
Trend Setters School,4003.0,,18562.0,,,,10.0,0.1897,0.8103
Academy of Hair Design-Springfield,3895.0,,17817.0,,27502.579661,19822,15.0,0.4,0.6
Corinth Academy of Cosmetology,1904.0,,19133.0,,16489.822785,12874.5,18.0,0.033,0.967
Southeastern College-Charlotte,4408.0,1.0,27556.0,,20690.016071,14953,22.0,0.1082,0.8918
Yeshivas Be'er Yitzchok,6278.0,0.8,67524.0,,25891.862069,19288,10.0,1.0,0.0
Yeshiva Toras Chaim,9931.0,0.63063063063063,,,32881.712121,30463,23.0,1.0,0.0
Talmudical Seminary of Bobov,3764.0,0.75555555555555,16650.0,,19572.210169,17790,13.0,1.0,0.0
Center for Allied Health Education,12126.0,0.26666666666666,80994.0,,29832.555556,21326.5,10.0,0.2778,0.7222
Monroe 2 Orleans BOCES-Center for Workforce Development,6893.0,,28277.0,,27218.418079,17155,16.0,0.1969,0.8031
Aveda Fredric's Institute-Cincinnati,3413.0,,28868.0,,64634.012245,55389,24.0,0.0172,0.9828
MyComputerCareer at Columbus,3987.0,,45722.0,,35054.662791,26884.5,42.0,0.8177,0.1823
CDE Career Institute,5394.0,,30203.0,,16052.023256,12034,32.0,0.2027,0.7973
Instituto Educativo Premier,3545.0,,13587.0,,5419.2415541,0,24.0,0.3178,0.6822
Charleston School of Law,8720.0,,,,,,,,
Elite College of Cosmetology,3351.0,,17414.0,,24844.869565,17137,7.0,0.0526,0.9474
Manuel and Theresa's School of Hair Design-Bryan,2468.0,,13622.0,,33676.477273,20880,25.0,0.0,1.0
Southwest University at El Paso,3473.0,,26897.0,,21333.588889,16246,16.0,0.3534,0.6466
Paul Mitchell the School-Austin,4212.0,,28799.0,,47592.680365,27220,14.0,0.1402,0.8598
Aveda Institute-Provo,11172.0,,22798.0,,54409.096,34385,10.0,0.0139,0.9861
Dixie Technical College,13075.0,0.66523605150214,34947.0,,25318.005,21129,7.0,0.7415,0.2585
Victoria's Academy of Cosmetology,2064.0,,21960.0,,21747.125,15714,12.0,0.2034,0.7966
Paul Mitchell the School-San Antonio,2881.0,,23853.0,83172.47,38849.246729,24337.5,16.0,0.1547,0.8453
